"No","year","month","day","hour","PM2.5","PM10","SO2","NO2","CO","O3","TEMP","PRES","DEWP","RAIN","wd","WSPM","station","pollution_ratio"
14251,2014,10,15,18,10,76,2,17,200,55,17.3,1012.9,-9.6,0,"NNE",2.1,"Aotizhongxin",0.131578947368421
14252,2014,10,15,19,9,41,2,24,300,46,16.8,1014.1,-9.2,0,"NE",2.1,"Aotizhongxin",0.219512195121951
14253,2014,10,15,20,14,37,2,41,400,29,14.7,1014.9,-7.4,0,"ENE",1.8,"Aotizhongxin",0.378378378378378
14254,2014,10,15,21,16,53,2,59,400,12,10.8,1015.7,-1.6,0,"NE",0,"Aotizhongxin",0.30188679245283
14255,2014,10,15,22,14,38,2,66,500,4,7.8,1016,0.5,0,"NE",0.1,"Aotizhongxin",0.368421052631579
14256,2014,10,15,23,6,21,2,59,400,10,6.4,1016.1,1.9,0,"SW",0.9,"Aotizhongxin",0.285714285714286
14257,2014,10,16,0,17,81,2,69,400,2,6,1016.3,1.9,0,"E",0.6,"Aotizhongxin",0.209876543209877
14258,2014,10,16,1,28,122,5,79,500,2,5.2,1016.5,2.2,0,"N",0.1,"Aotizhongxin",0.229508196721311
14259,2014,10,16,2,39,179,10,72,600,2,4.4,1016.6,2.4,0,"SSW",0.1,"Aotizhongxin",0.217877094972067
14260,2014,10,16,3,35,131,8,74,600,2,4.4,1016.6,2.9,0,"E",0.9,"Aotizhongxin",0.267175572519084
14261,2014,10,16,4,24,60,7,73,600,2,4,1017.2,2.3,0,"W",0.5,"Aotizhongxin",0.4
14262,2014,10,16,5,25,49,6,67,700,2,3.6,1017.6,2.9,0,"E",0,"Aotizhongxin",0.510204081632653
14263,2014,10,16,6,25,64,4,62,600,2,3.3,1018.3,3.2,0,"ENE",0,"Aotizhongxin",0.390625
14264,2014,10,16,7,24,72,7,60,600,2,6.9,1019,3.1,0,"NE",1.8,"Aotizhongxin",0.333333333333333
14265,2014,10,16,8,58,87,11,39,700,2,12.8,1019,-0.1,0,"SE",0.9,"Aotizhongxin",NA
14266,2014,10,16,9,58,109,13,59,1000,2,16,1018.3,-1.1,0,"N",1.1,"Aotizhongxin",NA
14267,2014,10,16,10,26,83,13,83,1000,2,18.5,1017.1,-3,0,"W",5.4,"Aotizhongxin",0.313253012048193
14268,2014,10,16,11,30,37,11,50,500,23,19.8,1015.9,-2,0,"SW",3.4,"Aotizhongxin",0.810810810810811
14269,2014,10,16,12,21,104,8,35,400,39,21,1014.3,-1.6,0,"SW",2.7,"Aotizhongxin",0.201923076923077
14270,2014,10,16,13,25,96,10,29,400,51,21.3,1013,-1.9,0,"WSW",4.3,"Aotizhongxin",0.260416666666667
14271,2014,10,16,14,25,95,10,29,400,59,21.7,1012.1,-1.6,0,"WSW",3.5,"Aotizhongxin",0.263157894736842
14272,2014,10,16,15,32,119,14,33,400,59,20.6,1011.5,-1.9,0,"SW",3.1,"Aotizhongxin",0.26890756302521
14273,2014,10,16,16,39,159,14,30,400,71,19.2,1011.4,-1.3,0,"WSW",2.5,"Aotizhongxin",0.245283018867925
14274,2014,10,16,17,58,165,17,42,500,80,17.8,1011.8,-1.5,0,"SSW",1.4,"Aotizhongxin",0.351515151515152
14275,2014,10,16,18,64,161,17,52,500,75,17.3,1012.3,-1.4,0,"WSW",2.4,"Aotizhongxin",0.397515527950311
14276,2014,10,16,19,58,155,15,59,600,57,15.8,1012.3,0,0,"SW",1.5,"Aotizhongxin",NA
14277,2014,10,16,20,42,155,15,67,600,39,13.1,1012.5,3.7,0,"NNW",0.6,"Aotizhongxin",0.270967741935484
14278,2014,10,16,21,63,174,15,89,700,11,9.5,1012.5,3.5,0,"SSW",0,"Aotizhongxin",0.362068965517241
14279,2014,10,16,22,73,205,13,108,800,2,8.5,1012.1,3.9,0,"NNW",0,"Aotizhongxin",0.35609756097561
14280,2014,10,16,23,77,216,12,104,900,2,7.9,1012,4.3,0,"SE",0.5,"Aotizhongxin",0.356481481481481
14281,2014,10,17,0,73,196,12,111,900,2,7.6,1011.8,4,0,"ENE",0.5,"Aotizhongxin",0.372448979591837
14282,2014,10,17,1,87,209,13,115,1000,2,8,1011.6,4.4,0,"E",0.7,"Aotizhongxin",0.416267942583732
14283,2014,10,17,2,92,204,15,110,1000,2,7.4,1011.2,4.2,0,"ENE",0.6,"Aotizhongxin",0.450980392156863
14284,2014,10,17,3,85,173,12,96,800,2,6.3,1010.9,3.8,0,"E",0.1,"Aotizhongxin",0.491329479768786
14285,2014,10,17,4,81,158,9,90,800,2,6,1010.8,4.2,0,"E",0.8,"Aotizhongxin",0.512658227848101
14286,2014,10,17,5,83,141,7,84,700,2,6.1,1011,4.4,0,"E",0.7,"Aotizhongxin",0.588652482269504
14287,2014,10,17,6,76,145,7,82,700,2,7.1,1011,5.4,0,"E",0.6,"Aotizhongxin",0.524137931034483
14288,2014,10,17,7,77,136,9,80,800,2,9.4,1011.5,6.3,0,"NNE",0.9,"Aotizhongxin",0.566176470588235
14289,2014,10,17,8,88,219,16,89,1000,2,14.1,1011.9,3.5,0,"NE",1,"Aotizhongxin",0.401826484018265
14290,2014,10,17,9,91,218,17,95,1300,2,17.1,1011.6,3.4,0,"ENE",1.3,"Aotizhongxin",0.41743119266055
14291,2014,10,17,10,86,178,16,99,1100,2,19.3,1010.9,4.6,0,"WNW",1,"Aotizhongxin",0.48314606741573
14292,2014,10,17,11,93,173,19,101,1000,8,21,1009.9,3.7,0,"SSW",1.1,"Aotizhongxin",0.53757225433526
14293,2014,10,17,12,93,171,21,107,1000,16,22.6,1008.8,4.1,0,"WSW",1.9,"Aotizhongxin",0.543859649122807
14294,2014,10,17,13,86,149,23,101,1000,27,23.8,1008.1,5.2,0,"WSW",1.8,"Aotizhongxin",0.577181208053691
14295,2014,10,17,14,100,164,21,126,1100,35,24.2,1007.9,6,0,"S",1.3,"Aotizhongxin",0.609756097560976
14296,2014,10,17,15,114,209,19,137,1100,51,24.1,1008,5.4,0,"SW",1.4,"Aotizhongxin",0.545454545454545
14297,2014,10,17,16,123,216,19,151,900,42,21.1,1007.8,7,0,"WSW",1.4,"Aotizhongxin",0.569444444444444
14298,2014,10,17,17,121,232,19,144,900,55,15.4,1008.4,8.6,0,"WSW",0.8,"Aotizhongxin",0.521551724137931
14299,2014,10,17,18,132,283,14,192,1100,14,13.2,1009.2,8.9,0,"WNW",0.4,"Aotizhongxin",0.46643109540636
14300,2014,10,17,19,144,262,12,207,1400,2,12.5,1009.7,9,0,"SE",0,"Aotizhongxin",0.549618320610687
14301,2014,10,17,20,149,269,13,213,2200,2,11.8,1010.3,9.5,0,"E",0.6,"Aotizhongxin",0.553903345724907
14302,2014,10,17,21,160,305,14,206,3200,2,13.1,1011,8.4,0,"E",0.7,"Aotizhongxin",0.524590163934426
14303,2014,10,17,22,176,315,19,207,3700,2,12.7,1011.2,8,0,"E",0.8,"Aotizhongxin",0.558730158730159
14304,2014,10,17,23,169,276,18,201,3000,2,11.8,1011.2,7.5,0,"N",0,"Aotizhongxin",0.61231884057971
14305,2014,10,18,0,191,312,13,192,2100,2,11.2,1011.2,7.7,0,"N",0,"Aotizhongxin",0.612179487179487
14306,2014,10,18,1,182,288,13,172,2000,2,10.3,1011.1,8.4,0,"ENE",0.6,"Aotizhongxin",0.631944444444444
14307,2014,10,18,2,178,265,12,145,2000,2,9.9,1010.9,7.5,0,"E",1,"Aotizhongxin",0.671698113207547
14308,2014,10,18,3,148,196,8,120,1400,2,9.9,1010.8,8,0,"NE",0.6,"Aotizhongxin",0.755102040816326
14309,2014,10,18,4,121,162,9,123,1200,2,9.1,1011.5,7.5,0,"S",0,"Aotizhongxin",0.746913580246914
14310,2014,10,18,5,115,183,9,135,1400,2,7.7,1011.6,6.9,0,"ESE",0,"Aotizhongxin",0.628415300546448
14311,2014,10,18,6,122,181,10,137,1400,2,7,1012,6.7,0,"ESE",0,"Aotizhongxin",0.674033149171271
14312,2014,10,18,7,110,141,10,135,1200,2,9.1,1012.8,9.1,0,"ENE",0,"Aotizhongxin",0.780141843971631
14313,2014,10,18,8,102,150,8,99,900,2,14.3,1013.1,8.9,0,"ENE",1,"Aotizhongxin",0.68
14314,2014,10,18,9,109,154,10,93,1000,3,17.7,1012.7,8.3,0,"E",1.7,"Aotizhongxin",0.707792207792208
14315,2014,10,18,10,115,187,13,110,1100,6,20.5,1012.3,7.1,0,"NNE",0,"Aotizhongxin",0.614973262032086
14316,2014,10,18,11,110,183,13,105,900,23,22.1,1011.6,6.7,0,"ENE",1,"Aotizhongxin",0.601092896174863
14317,2014,10,18,12,115,214,15,123,1000,34,23.7,1010.1,5.6,0,"SSE",0.9,"Aotizhongxin",0.537383177570093
14318,2014,10,18,13,146,210,18,124,1100,65,25.2,1009.1,5.9,0,"SE",1.3,"Aotizhongxin",0.695238095238095
14319,2014,10,18,14,166,223,25,126,1400,96,25.1,1008.4,8.1,0,"WSW",0.9,"Aotizhongxin",0.744394618834081
14320,2014,10,18,15,196,282,44,146,2100,105,23.8,1008.5,10.5,0,"ESE",0,"Aotizhongxin",0.695035460992908
14321,2014,10,18,16,231,341,56,172,2900,106,21.5,1008.6,11.2,0,"S",0.8,"Aotizhongxin",0.67741935483871
14322,2014,10,18,17,250,394,58,186,3800,102,18,1008.9,12.7,0,"W",0.6,"Aotizhongxin",0.634517766497462
14323,2014,10,18,18,246,374,36,173,3300,89,15.8,1009.3,13.1,0,"NNE",0.2,"Aotizhongxin",0.657754010695187
14324,2014,10,18,19,255,416,23,236,3300,21,14.3,1009.5,12.7,0,"E",0,"Aotizhongxin",0.612980769230769
14325,2014,10,18,20,282,486,21,277,3400,2,13.5,1009.8,12.6,0,"E",0,"Aotizhongxin",0.580246913580247
14326,2014,10,18,21,295,485,17,285,4100,2,13,1010.1,12.5,0,"ENE",0,"Aotizhongxin",0.608247422680412
14327,2014,10,18,22,309,518,18,280,4600,2,12.9,1009.9,12.7,0,"ESE",0,"Aotizhongxin",0.596525096525097
14328,2014,10,18,23,323,478,15,269,4300,2,13.2,1009.2,12.3,0,"E",0.7,"Aotizhongxin",0.675732217573222
14329,2014,10,19,0,322,448,16,253,4200,2,13.9,1009.3,11.9,0,"E",0.5,"Aotizhongxin",0.71875
14330,2014,10,19,1,320,427,17,253,4200,2,13.9,1009.3,11.6,0,"ENE",0.6,"Aotizhongxin",0.749414519906323
14331,2014,10,19,2,302,441,16,235,3900,2,14,1008.6,11.7,0,"ENE",1,"Aotizhongxin",0.684807256235828
14332,2014,10,19,3,323,447,14,216,3700,2,13.8,1008.6,11.7,0,"ENE",0.9,"Aotizhongxin",0.722595078299776
14333,2014,10,19,4,319,432,14,203,3700,2,13.7,1008.6,11.7,0,"ENE",1.5,"Aotizhongxin",0.738425925925926
14334,2014,10,19,5,321,433,14,191,3800,2,13.7,1008.4,11.9,0,"ENE",0.5,"Aotizhongxin",0.741339491916859
14335,2014,10,19,6,327,406,13,172,3500,2,13.5,1008.8,11.9,0,"E",0.4,"Aotizhongxin",0.805418719211823
14336,2014,10,19,7,307,382,12,150,3100,2,13.8,1009.4,12.4,0,"SW",0,"Aotizhongxin",0.803664921465969
14337,2014,10,19,8,307,380,11,146,3100,2,15.4,1009.5,12.7,0,"NW",0,"Aotizhongxin",0.807894736842105
14338,2014,10,19,9,318,378,13,152,3100,2,16.6,1009.4,13.1,0,"NE",0.6,"Aotizhongxin",0.841269841269841
14339,2014,10,19,10,325,397,16,169,3100,2,17.4,1009,12.9,0,"ENE",0.2,"Aotizhongxin",0.818639798488665
14340,2014,10,19,11,343,499,17,187,3300,2,18.7,1008.4,13.8,0,"NW",0.4,"Aotizhongxin",0.687374749498998
14341,2014,10,19,12,367,414,20,201,3000,2,20,1007.7,13.2,0,"SSW",1.2,"Aotizhongxin",0.886473429951691
14342,2014,10,19,13,231,241,29,101,1500,40,20.2,1007.2,13.4,0,"SW",1.4,"Aotizhongxin",0.95850622406639
14343,2014,10,19,14,224,272,25,80,1400,65,19.7,1007.3,13.8,0,"N",1.6,"Aotizhongxin",0.823529411764706
14344,2014,10,19,15,214,240,19,73,1200,83,19.1,1007.3,14.6,0,"NE",0.7,"Aotizhongxin",0.891666666666667
14345,2014,10,19,16,173,185,16,69,1000,90,17.8,1007.4,14.5,0,"SSW",0,"Aotizhongxin",0.935135135135135
14346,2014,10,19,17,164,193,11,86,1000,72,16.4,1008.2,14.2,0,"E",0.4,"Aotizhongxin",0.849740932642487
14347,2014,10,19,18,156,201,10,92,1100,64,15.5,1008.8,14,0,"ESE",0.6,"Aotizhongxin",0.776119402985075
14348,2014,10,19,19,329,469,12,225,3200,2,15.6,1009,14.3,0,"SW",0.5,"Aotizhongxin",0.701492537313433
14349,2014,10,19,20,360,478,12,221,3200,2,15.5,1009.4,14.4,0,"W",0.5,"Aotizhongxin",0.753138075313807
14350,2014,10,19,21,352,447,11,195,2900,2,17,1009.8,15,0,"SW",1,"Aotizhongxin",0.787472035794183
14351,2014,10,19,22,172,172,6,69,1000,40,16.8,1009.9,15,0,"WSW",0.9,"Aotizhongxin",1
14352,2014,10,19,23,149,149,6,59,900,36,16.4,1009.9,14.9,0,"WSW",1.2,"Aotizhongxin",1
14353,2014,10,20,0,152,152,6,65,900,24,15.9,1010.3,14.8,0,"WSW",1.2,"Aotizhongxin",1
14354,2014,10,20,1,154,154,5,65,900,16,15.5,1010.2,14.9,0,"SW",0,"Aotizhongxin",1
14355,2014,10,20,2,157,157,6,73,900,2,14.3,1009.9,14.1,0,"NE",0.4,"Aotizhongxin",1
14356,2014,10,20,3,159,159,3,67,800,2,13.8,1009.8,13.8,0,"NE",1.2,"Aotizhongxin",1
14357,2014,10,20,4,162,162,5,77,800,2,13.6,1010,13.6,0,"E",0.4,"Aotizhongxin",1
14358,2014,10,20,5,223,223,5,110,1500,2,13.1,1010.4,13.1,0,"E",0.1,"Aotizhongxin",1
14359,2014,10,20,6,234,234,7,112,1700,2,12.1,1010.8,12.1,0,"E",0,"Aotizhongxin",1
14360,2014,10,20,7,231,231,8,98,1600,2,13.1,1011.6,13.1,0,"E",0,"Aotizhongxin",1
14361,2014,10,20,8,208,208,7,90,1600,2,14.8,1012.8,14.8,0,"E",0.1,"Aotizhongxin",1
14362,2014,10,20,9,219,219,6,86,1400,2,16.5,1012.2,14.9,0,"ENE",1.5,"Aotizhongxin",1
14363,2014,10,20,10,249,249,6,94,1400,6,18.4,1012.2,14.3,0,"ENE",1.6,"Aotizhongxin",1
14364,2014,10,20,11,253,253,9,85,1300,33,19.5,1012.2,13.7,0,"ENE",0.4,"Aotizhongxin",1
14365,2014,10,20,12,243,243,9,73,1300,61,20,1011.5,13.7,0,"ESE",1,"Aotizhongxin",1
14366,2014,10,20,13,272,272,10,119,1500,41,20.2,1011.7,13.4,0,"E",0.7,"Aotizhongxin",1
14367,2014,10,20,14,267,267,8,108,1400,55,19.4,1011.8,15.3,0,"SE",1,"Aotizhongxin",1
14368,2014,10,20,15,269,269,7,106,1400,46,18.5,1012.4,13.6,0,"SSW",0.7,"Aotizhongxin",1
14369,2014,10,20,16,228,228,5,78,1300,75,17.5,1012.8,13.2,0,"SW",1,"Aotizhongxin",1
14370,2014,10,20,17,221,221,6,90,1400,59,16,1013.9,13.8,0,"SE",0,"Aotizhongxin",1
14371,2014,10,20,18,229,229,7,110,1800,37,15.9,1015,14.3,0,"WSW",1,"Aotizhongxin",1
14372,2014,10,20,19,243,243,7,136,2100,7,17,1015.8,14.6,0,"SW",0.6,"Aotizhongxin",1
14373,2014,10,20,20,243,243,7,112,1900,17,16.9,1016.4,14.2,0,"SSW",1.2,"Aotizhongxin",1
14374,2014,10,20,21,225,225,8,73,1700,31,16.5,1017,13.4,0,"SSW",2.9,"Aotizhongxin",1
14375,2014,10,20,22,172,172,11,72,1400,23,15.7,1017.5,11.5,0,"S",1.6,"Aotizhongxin",1
14376,2014,10,20,23,97,97,13,75,1000,10,15.1,1018.1,7.4,0,"SW",2,"Aotizhongxin",1
14377,2014,10,21,0,59,59,10,53,800,19,14.8,1018.5,7.8,0,"SW",2.6,"Aotizhongxin",1
14378,2014,10,21,1,43,43,10,44,600,20,14.4,1018.8,6.5,0,"SSW",1.5,"Aotizhongxin",1
14379,2014,10,21,2,34,34,9,53,500,13,13.9,1018.4,3.1,0,"WSW",2.4,"Aotizhongxin",1
14380,2014,10,21,3,34,34,9,55,600,10,13.5,1018.2,3,0,"SW",0.8,"Aotizhongxin",1
14381,2014,10,21,4,32,32,17,58,1000,9,13.1,1018.3,0.1,0,"S",1.3,"Aotizhongxin",1
14382,2014,10,21,5,31,31,26,55,1200,11,12.7,1018.5,-0.6,0,"SW",1.1,"Aotizhongxin",1
14383,2014,10,21,6,31,31,26,56,1300,8,12.1,1019.3,1.1,0,"WSW",1,"Aotizhongxin",1
14384,2014,10,21,7,35,35,33,64,1600,3,12.4,1020,-1.2,0,"SW",1.5,"Aotizhongxin",1
14385,2014,10,21,8,36,36,30,74,1400,2,12.5,1020.5,-2.2,0,"SW",1.1,"Aotizhongxin",1
14386,2014,10,21,9,33,33,29,73,1400,2,13,1020.5,0.7,0,"SSW",0.9,"Aotizhongxin",1
14387,2014,10,21,10,37,37,29,73,1400,2,13.7,1020.4,-0.4,0,"SW",1.7,"Aotizhongxin",1
14388,2014,10,21,11,36,36,26,70,1200,5,14.4,1019.7,-2.5,0,"SW",2.3,"Aotizhongxin",1
14389,2014,10,21,12,34,34,29,71,1400,9,15.1,1018.8,-2.8,0,"WSW",2.5,"Aotizhongxin",1
14390,2014,10,21,13,40,40,26,66,1300,16,16.1,1017.9,-0.6,0,"SSW",1.2,"Aotizhongxin",1
14391,2014,10,21,14,37,37,21,61,1100,23,15.7,1017.5,-0.5,0,"SW",1.6,"Aotizhongxin",1
14392,2014,10,21,15,38,93,21,62,1100,23,15.7,1017.1,-1,0,"S",0.8,"Aotizhongxin",0.408602150537634
14393,2014,10,21,16,32,32,16,57,900,26,14.2,1017.1,-1.1,0,"SW",1.4,"Aotizhongxin",1
14394,2014,10,21,17,44,44,18,67,1100,18,11.9,1017.4,0,0,"SW",1,"Aotizhongxin",1
14395,2014,10,21,18,39,39,18,78,1300,10,10.5,1017.8,1.3,0,"SE",0.2,"Aotizhongxin",1
14396,2014,10,21,19,50,50,20,97,1800,2,8.2,1018.2,3.2,0,"ESE",0,"Aotizhongxin",1
14397,2014,10,21,20,62,62,21,109,2100,2,7.1,1018.6,3.5,0,"SE",0,"Aotizhongxin",1
14398,2014,10,21,21,62,62,21,112,2300,2,6.7,1018.7,4.4,0,"ESE",0,"Aotizhongxin",1
14399,2014,10,21,22,71,153,24,114,2500,2,7.5,1018.7,3.5,0,"E",0.5,"Aotizhongxin",0.464052287581699
14400,2014,10,21,23,64,128,23,101,1500,2,6.9,1018.7,4.4,0,"ENE",0.7,"Aotizhongxin",0.5
14401,2014,10,22,0,68,144,21,91,1200,2,8.1,1018.7,4.7,0,"ENE",0.7,"Aotizhongxin",0.472222222222222
14402,2014,10,22,1,57,122,16,85,1100,2,8.4,1018.6,4.8,0,"ENE",1.3,"Aotizhongxin",0.467213114754098
14403,2014,10,22,2,97,227,15,95,2200,2,8.3,1018.3,4.3,0,"ENE",1.6,"Aotizhongxin",0.427312775330396
14404,2014,10,22,3,107,228,13,97,1700,2,8.1,1018.1,4.1,0,"ENE",1.2,"Aotizhongxin",0.469298245614035
14405,2014,10,22,4,95,203,13,102,1600,2,8.4,1018.1,3.8,0,"ENE",1.6,"Aotizhongxin",0.467980295566502
14406,2014,10,22,5,83,165,10,82,1600,2,8.5,1018.1,3.7,0,"NE",1.3,"Aotizhongxin",0.503030303030303
14407,2014,10,22,6,76,150,11,79,1400,2,8.6,1018.3,3.2,0,"ENE",1.5,"Aotizhongxin",0.506666666666667
14408,2014,10,22,7,90,158,15,96,1400,2,9.3,1018.8,3.7,0,"ENE",1.1,"Aotizhongxin",0.569620253164557
14409,2014,10,22,8,69,289,19,103,1400,2,10.1,1018.9,2.9,0,"NE",1.1,"Aotizhongxin",0.238754325259516
14410,2014,10,22,9,66,153,16,96,1300,2,11,1018.5,3.3,0,"ENE",1,"Aotizhongxin",0.431372549019608
14411,2014,10,22,10,63,146,14,82,1500,2,11.6,1018.2,4.1,0,"E",0.6,"Aotizhongxin",0.431506849315068
14412,2014,10,22,11,71,166,14,91,1700,2,12.7,1017.4,5.6,0,"SSE",1,"Aotizhongxin",0.427710843373494
14413,2014,10,22,12,85,208,15,144,1700,2,14.1,1016.6,6.7,0,"SSE",1.4,"Aotizhongxin",0.408653846153846
14414,2014,10,22,13,93,201,16,105,1500,2,14.7,1015.4,8,0,"SW",2.6,"Aotizhongxin",0.462686567164179
14415,2014,10,22,14,99,186,16,102,1300,2,14.8,1014.7,8.3,0,"SW",1.5,"Aotizhongxin",0.532258064516129
14416,2014,10,22,15,87,155,17,88,900,4,14.5,1014.3,8.9,0,"SSW",0.6,"Aotizhongxin",0.561290322580645
14417,2014,10,22,16,58,161,14,86,900,3,12.9,1013.6,9.2,0,"SSW",0.8,"Aotizhongxin",NA
14418,2014,10,22,17,58,134,9,90,900,2,13.6,1014.3,10,0,"W",1.1,"Aotizhongxin",NA
14419,2014,10,22,18,60,162,7,93,800,2,13.1,1014.3,9.2,0,"NE",0.8,"Aotizhongxin",0.37037037037037
14420,2014,10,22,19,94,168,10,106,1200,2,12.9,1014.5,8.2,0,"ENE",1.7,"Aotizhongxin",0.55952380952381
14421,2014,10,22,20,107,180,11,111,1300,2,12.5,1014.6,8,0,"ENE",0.9,"Aotizhongxin",0.594444444444444
14422,2014,10,22,21,112,208,13,106,1500,2,12.4,1014.4,8.1,0,"NE",0.9,"Aotizhongxin",0.538461538461538
14423,2014,10,22,22,109,195,14,104,1600,2,12.3,1013.8,7.8,0,"NE",1.4,"Aotizhongxin",0.558974358974359
14424,2014,10,22,23,115,192,16,102,1600,2,12.1,1013.4,7.8,0,"ENE",1.2,"Aotizhongxin",0.598958333333333
14425,2014,10,23,0,112,201,17,106,1600,2,12.1,1013,8.2,0,"ENE",0.4,"Aotizhongxin",0.557213930348259
14426,2014,10,23,1,105,205,18,102,1500,2,11.9,1012.7,7.6,0,"NE",1.4,"Aotizhongxin",0.51219512195122
14427,2014,10,23,2,93,164,17,99,1300,2,11.8,1011.9,7.9,0,"ENE",1.1,"Aotizhongxin",0.567073170731707
14428,2014,10,23,3,93,177,14,99,1200,2,11.7,1011.4,8,0,"ENE",1.1,"Aotizhongxin",0.525423728813559
14429,2014,10,23,4,103,187,12,103,1200,2,11.8,1011.2,7.7,0,"NE",1.4,"Aotizhongxin",0.550802139037433
14430,2014,10,23,5,104,203,13,104,1200,2,11.9,1011.1,8.2,0,"ENE",1.8,"Aotizhongxin",0.512315270935961
14431,2014,10,23,6,98,186,13,105,1200,2,12.1,1011.2,8.2,0,"ENE",1.3,"Aotizhongxin",0.526881720430108
14432,2014,10,23,7,102,189,12,99,1200,2,12.5,1011.6,8.6,0,"NE",0.7,"Aotizhongxin",0.53968253968254
14433,2014,10,23,8,114,178,10,87,1400,2,13,1011.5,8.3,0,"NE",1.8,"Aotizhongxin",0.640449438202247
14434,2014,10,23,9,123,177,7,79,1000,2,13.5,1010.8,8.3,0,"NE",1.9,"Aotizhongxin",0.694915254237288
14435,2014,10,23,10,127,186,7,79,1000,2,14.2,1010.3,8.8,0,"NE",1.2,"Aotizhongxin",0.682795698924731
14436,2014,10,23,11,134,177,7,76,1300,16,14.8,1009.3,9.2,0,"NE",0.5,"Aotizhongxin",0.757062146892655
14437,2014,10,23,12,137,189,9,76,1200,24,15.5,1007.9,8.9,0,"ENE",1.6,"Aotizhongxin",0.724867724867725
14438,2014,10,23,13,140,183,12,82,1100,30,16.5,1007,9.4,0,"ESE",1.3,"Aotizhongxin",0.765027322404372
14439,2014,10,23,14,142,186,17,91,1100,19,17.1,1006.6,9.8,0,"S",0.7,"Aotizhongxin",0.763440860215054
14440,2014,10,23,15,144,190,21,103,1200,12,16.4,1006.4,10.7,0,"ESE",0,"Aotizhongxin",0.757894736842105
14441,2014,10,23,16,154,206,26,120,1400,8,14.2,1006.3,10.4,0,"SSE",0,"Aotizhongxin",0.747572815533981
14442,2014,10,23,17,155,214,23,139,1600,2,12.5,1006.7,10.6,0,"SE",0,"Aotizhongxin",0.724299065420561
14443,2014,10,23,18,151,209,20,148,1900,2,11.3,1007.2,10.5,0,"SE",0.2,"Aotizhongxin",0.722488038277512
14444,2014,10,23,19,159,232,20,148,2000,2,10.7,1007.3,10.2,0,"NNW",0,"Aotizhongxin",0.685344827586207
14445,2014,10,23,20,170,286,17,155,2200,2,10.1,1007.5,10.1,0,"ESE",0,"Aotizhongxin",0.594405594405594
14446,2014,10,23,21,173,271,17,161,2400,2,9.6,1007.4,9.6,0,"NNE",0,"Aotizhongxin",0.638376383763838
14447,2014,10,23,22,176,244,18,169,2700,2,10,1007,10,0,"ENE",0.8,"Aotizhongxin",0.721311475409836
14448,2014,10,23,23,180,281,18,159,2800,2,9.9,1006.8,9.9,0,"NE",0,"Aotizhongxin",0.640569395017794
14449,2014,10,24,0,212,327,19,165,2900,2,9.6,1006.8,9.6,0,"E",0.6,"Aotizhongxin",0.648318042813456
14450,2014,10,24,1,210,309,20,155,2600,2,9.1,1006.7,9.1,0,"N",0,"Aotizhongxin",0.679611650485437
14451,2014,10,24,2,182,236,12,106,2200,2,8.4,1006.4,8.4,0,"SW",0,"Aotizhongxin",0.771186440677966
14452,2014,10,24,3,176,220,8,97,1500,2,8.4,1006.1,8.4,0,"S",0,"Aotizhongxin",0.8
14453,2014,10,24,4,171,208,8,103,1400,2,8.5,1006.2,8.5,0,"E",0.7,"Aotizhongxin",0.822115384615385
14454,2014,10,24,5,164,201,6,102,1500,2,7.9,1006.2,7.9,0,"ENE",0.5,"Aotizhongxin",0.81592039800995
14455,2014,10,24,6,167,190,5,98,1500,2,8.1,1006.3,8.1,0,"E",0,"Aotizhongxin",0.878947368421053
14456,2014,10,24,7,164,187,5,92,1500,2,9.1,1007,9.1,0,"ESE",0,"Aotizhongxin",0.877005347593583
14457,2014,10,24,8,167,194,6,99,1600,2,10.9,1007.4,10.9,0,"NE",1.4,"Aotizhongxin",0.860824742268041
14458,2014,10,24,9,180,219,9,104,1800,2,13.8,1007.1,11.3,0,"ENE",1.2,"Aotizhongxin",0.821917808219178
14459,2014,10,24,10,194,241,12,110,1800,2,15.7,1006.7,11.1,0,"SE",0.5,"Aotizhongxin",0.804979253112033
14460,2014,10,24,11,216,251,15,108,1800,10,17.1,1005.7,12,0,"E",0.9,"Aotizhongxin",0.860557768924303
14461,2014,10,24,12,241,280,19,108,1800,28,18.4,1004.7,11.7,0,"W",1.2,"Aotizhongxin",0.860714285714286
14462,2014,10,24,13,274,300,23,101,1800,54,18.8,1003.8,11.4,0,"ESE",0.1,"Aotizhongxin",0.913333333333333
14463,2014,10,24,14,281,301,22,113,1900,59,18.9,1003.5,12.4,0,"SW",1.1,"Aotizhongxin",0.933554817275748
14464,2014,10,24,15,296,321,23,127,2000,61,18.3,1003.6,12.5,0,"WSW",0.9,"Aotizhongxin",0.922118380062305
14465,2014,10,24,16,314,358,21,122,2100,60,16.2,1003.9,13.1,0,"SE",0,"Aotizhongxin",0.877094972067039
14466,2014,10,24,17,317,373,17,136,2100,37,13.9,1004.8,12.8,0,"ESE",0,"Aotizhongxin",0.849865951742627
14467,2014,10,24,18,321,390,12,168,2300,10,13.1,1005.4,12.8,0,"SSE",0,"Aotizhongxin",0.823076923076923
14468,2014,10,24,19,319,377,10,174,2700,2,12.2,1005.6,12,0,"NNE",0,"Aotizhongxin",0.846153846153846
14469,2014,10,24,20,317,366,8,169,2900,2,11.9,1006,11.9,0,"ENE",0.1,"Aotizhongxin",0.866120218579235
